11.745539,0.035525102,0
-4.9012165,11.980544,0
11.722656,0.012506137,0
11.615426,-0.14284272,0
11.529952,-0.26696196,0
11.510182,-0.28724468,0
11.524136,-0.2759783,0
11.575095,-0.16910268,0
11.141418,-0.7899374,0
11.039749,-0.81154877,0
11.046807,-0.82105744,0
11.105712,-0.9052832,0
11.092381,-0.8370667,0
11.1061945,-0.90666294,0
11.147176,-0.8801644,0
10.610949,-1.0953441,0
10.084174,-1.397467,0
10.161782,-1.3340265,0
10.1400795,-1.3478059,0
10.154719,-1.3285303,0
10.095266,-1.3859097,0
9.810967,-1.6880255,0
9.57089,-1.9196347,0
9.36884,-2.0623639,0
9.28443,-2.1423905,0
9.395712,-2.057473,0
9.585995,-1.9046428,0
9.678759,-1.8375947,0
9.612561,-1.8978359,0
9.679641,-1.834339,0
14.245909,4.935162,0
14.171025,5.0393147,0
13.998219,4.757136,0
13.865461,4.69953,0
13.897233,4.6526775,0
13.872266,4.689477,0
13.991309,4.747903,0
14.24675,4.9667253,0
14.159053,4.9917955,0
14.126815,4.9417467,0
14.240229,5.013226,0
14.319557,4.7248955,0
14.531267,3.9533606,0
14.668229,3.8338594,0
15.036591,3.439324,0
15.138511,3.325589,0
15.368065,3.1260843,0
15.366798,3.131805,0
15.318583,3.1750374,0
15.172334,3.3060558,0
15.389926,3.119546,0
15.492236,3.027943,0
15.535872,2.9819417,0
15.579111,2.9352791,0
15.4244,3.0871913,0
15.289193,3.211898,0
15.221781,3.2689314,0
15.01913,3.4296968,0
15.13372,3.3998413,0
15.666993,2.8786879,0
16.894905,1.9359956,0
18.38837,0.8931008,0
17.994404,0.99166715,0
18.34472,0.7789445,0
18.393517,0.7995995,0
18.283518,0.7261468,0
18.375809,0.78886855,0
17.919052,0.87323445,0
17.943027,0.9061485,0
17.974998,0.89869124,0
18.025583,0.8930387,0
18.001549,0.9339544,0
18.145105,0.7298098,0
18.046944,0.5426725,0
17.831278,-0.013305717,0
17.81114,-0.039071295,0
17.812948,-0.03586253,0
17.797619,-0.026294416,0
7.1091304,5.603153,0
7.0694766,5.572377,0
7.024113,5.503298,0
6.970412,5.8745403,0
7.0647116,5.888423,0
7.0076623,5.855883,0
6.9772644,5.83692,0
7.112451,5.6086316,0
7.155105,5.623627,0
7.05911,5.718055,0
7.0047355,5.840022,0
7.0040007,5.8443775,0
-5.1857967,13.220858,0
-5.1417484,13.270753,0
-4.8852406,11.957261,0
-4.887452,11.956616,0
-5.007068,13.379757,0
-5.0385523,13.407288,0
-5.0070753,13.369718,0
-4.9818597,13.41418,0
9.225719,8.75044,0
7.8514175,10.310675,0
7.8678656,10.27686,0
8.037871,8.930434,0
7.974272,8.871306,0
7.894129,8.661425,0
8.626205,8.31876,0
9.172102,8.794987,0
8.785512,8.395788,0
8.8456135,8.371386,0
8.774757,8.552035,0
8.636958,8.37369,0
7.9685345,10.157193,0
7.9103217,10.2369375,0
9.19271,8.635519,0
9.07994,8.577007,0
9.026311,8.494211,0
8.873046,8.555698,0
8.735111,8.274017,0
9.074408,8.96539,0
8.148612,9.952042,0
9.187477,8.724806,0
8.90748,8.437676,0
9.143482,8.619408,0
7.910879,8.5871525,0
8.407364,8.451242,0
7.961044,8.619455,0
7.851224,8.842707,0
8.091507,8.742792,0
8.044284,8.93745,0
8.067511,8.911317,0
8.119541,8.810309,0
8.669861,8.101884,0
7.8848605,8.511755,0
8.252355,8.559157,0
-5.178222,13.200079,0
-5.16564,13.174878,0
7.9669695,10.150406,0
-5.1014514,13.274607,0
8.036123,10.045341,0
8.085568,9.994938,0
7.965962,10.023112,0
8.133585,8.872931,0
8.560778,8.390861,0
7.8639426,8.67599,0
-3.143867,3.8941596,1
-3.0850096,3.9329689,1
-3.1216078,3.9041364,1
-2.7844188,3.963811,1
-2.6250763,3.7831008,1
-2.4464848,4.0451627,1
-2.0039403,3.9866009,1
-2.616466,4.312082,1
-2.0304494,4.632054,1
-2.524718,4.184425,1
-0.65397245,5.0576324,1
-1.1299964,3.9769728,1
-1.6122501,5.7887297,1
-1.1726243,3.771391,1
-2.1044981,4.302294,1
-2.5608742,4.3389907,1
-0.43668845,3.1612108,1
-0.29567495,3.116353,1
-4.7323604,10.579695,0
-4.6869044,11.723711,0
-4.3847756,10.906325,0
-4.2706885,10.815644,0
-1.8567472,7.294162,1
-2.016855,4.6919136,1
-1.70543,6.5574207,1
-1.5668448,6.535637,1
-1.6143996,4.3723316,1
-1.6118695,3.7484145,1
-0.66485727,4.0292478,1
-2.1989353,5.0387297,1
-2.3920453,4.6605873,1
-0.45624983,3.1628067,1
-1.3888303,5.550504,1
-0.94025064,5.301217,1
0.21261775,2.9927716,1
-0.010908533,2.9826,1
-0.020630965,2.9090703,1
-0.69591874,3.6369038,1
-0.14749391,3.1692095,1
0.011688054,2.9963658,1
-0.25128806,2.9773116,1
-2.5160487,4.1982794,1
-0.14948906,2.9860084,1
-1.3906943,3.6294432,1
-1.87,5.0076833,1
-1.3871081,3.911137,1
-0.14874186,3.27635,1
0.35195062,3.271659,1
-1.8737673,4.9935107,1
-1.3601599,5.803633,1
-2.318067,4.117643,1
-2.2092733,4.2211084,1
-2.29376,4.9814315,1
-2.160094,4.882399,1
-1.2995551,5.5339165,1
-1.3962634,5.569999,1
-1.5024194,5.2875037,1
-2.418187,3.832767,1
-2.5645323,4.7880974,1
-2.5357988,4.8427153,1
-1.4746573,4.6389947,1
-2.5622308,6.943974,1
-1.1428293,5.4288754,1
-1.0954319,5.4086113,1
-1.9314146,7.147398,1
